"gib","repo","path","size","modified"
"gib://CoCache/CoWraps/STACK/CoAgent_ReadyPack_v3/payload/raw/Status-QuickCheck.ps1","CoCache","CoWraps\STACK\CoAgent_ReadyPack_v3\payload\raw\Status-QuickCheck.ps1","877","2025-09-09T07:01:26"
"gib://CoCache/CoWraps/STACK/CoAgent_ReadyPack_v3/payload/raw/Verify-CoAgentSetup.ps1","CoCache","CoWraps\STACK\CoAgent_ReadyPack_v3\payload\raw\Verify-CoAgentSetup.ps1","794","2025-09-09T07:01:26"
"gib://CoCache/CoWraps/STACK/CoAgent_ReadyPack_v3/_spanky/_copayload.meta.json","CoCache","CoWraps\STACK\CoAgent_ReadyPack_v3\_spanky\_copayload.meta.json","269","2025-10-09T20:28:13"
"gib://CoCache/CoWraps/STACK/CoAgent_ReadyPack_v3/_spanky/_wrap.manifest.json","CoCache","CoWraps\STACK\CoAgent_ReadyPack_v3\_spanky\_wrap.manifest.json","170","2025-10-09T20:28:13"
"gib://CoCache/CoWraps/STACK/CoAgent_ReadyPack_v3/_spanky/out.txt","CoCache","CoWraps\STACK\CoAgent_ReadyPack_v3\_spanky\out.txt","64","2025-10-09T20:28:13"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/README_PLACEMENT.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\README_PLACEMENT.md","73","2025-10-09T20:28:15"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/00_Exec_Summary.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\00_Exec_Summary.md","1056","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/00_README.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\00_README.md","1072","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/01_Value_Proposition_Canvas.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\01_Value_Proposition_Canvas.md","645","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/02_RATs_Assumptions_Test_Plan.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\02_RATs_Assumptions_Test_Plan.md","605","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/03_Customer_Interview_Guide.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\03_Customer_Interview_Guide.md","606","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/04_Competitor_Scan.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\04_Competitor_Scan.md","378","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/05_Pricing_Scenarios.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\05_Pricing_Scenarios.md","334","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/06_Metrics_NorthStar.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\06_Metrics_NorthStar.md","248","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/07_MVP_Spec_MM_Consensus.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\07_MVP_Spec_MM_Consensus.md","726","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/08_Eval_Framework.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\08_Eval_Framework.md","428","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/09_GoToMarket_Sequencing.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\09_GoToMarket_Sequencing.md","276","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/10_Ethics_Safety_Checklist.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\10_Ethics_Safety_Checklist.md","286","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/11_Roadmap.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\11_Roadmap.md","350","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/13_Stakeholder_Map.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\13_Stakeholder_Map.md","135","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/14_Partner_Outreach_Template.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\14_Partner_Outreach_Template.md","422","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/notes/MIGRATE_STANDDOWN_README.md","CoCache","CoWraps\STACK\CoAgent_ResearchPack\notes\MIGRATE_STANDDOWN_README.md","360","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/payload/raw/12_Experiment_Log.csv","CoCache","CoWraps\STACK\CoAgent_ResearchPack\payload\raw\12_Experiment_Log.csv","61","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/payload/raw/Install-CoAgent-ResearchPack.ps1","CoCache","CoWraps\STACK\CoAgent_ResearchPack\payload\raw\Install-CoAgent-ResearchPack.ps1","413","2025-09-09T06:16:44"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/_spanky/_copayload.meta.json","CoCache","CoWraps\STACK\CoAgent_ResearchPack\_spanky\_copayload.meta.json","269","2025-10-09T20:28:15"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/_spanky/_wrap.manifest.json","CoCache","CoWraps\STACK\CoAgent_ResearchPack\_spanky\_wrap.manifest.json","170","2025-10-09T20:28:15"
"gib://CoCache/CoWraps/STACK/CoAgent_ResearchPack/_spanky/out.txt","CoCache","CoWraps\STACK\CoAgent_ResearchPack\_spanky\out.txt","64","2025-10-09T20:28:15"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/README_PLACEMENT.md","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\README_PLACEMENT.md","89","2025-10-09T20:28:16"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/notes/COAGENT-INDEX.md","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\notes\COAGENT-INDEX.md","173","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/notes/COCACHE_HUMAN_INDEX_APPEND.md","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\notes\COCACHE_HUMAN_INDEX_APPEND.md","151","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/notes/ONEPAGER.md","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\notes\ONEPAGER.md","306","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/notes/README_FOR_IMPORT.md","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\notes\README_FOR_IMPORT.md","710","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/notes/RELEASES.md","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\notes\RELEASES.md","155","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/notes/ROADMAP.md","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\notes\ROADMAP.md","1974","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/payload/raw/COAGENT-INDEX.md.meta.json","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\payload\raw\COAGENT-INDEX.md.meta.json","614","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/payload/raw/Import-CoAgentRoadmap.ps1","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\payload\raw\Import-CoAgentRoadmap.ps1","530","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/payload/raw/ONEPAGER.md.meta.json","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\payload\raw\ONEPAGER.md.meta.json","616","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/payload/raw/RELEASES.md.meta.json","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\payload\raw\RELEASES.md.meta.json","618","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/payload/raw/ROADMAP.md.meta.json","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\payload\raw\ROADMAP.md.meta.json","620","2025-09-14T05:21:36"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/_spanky/_copayload.meta.json","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\_spanky\_copayload.meta.json","301","2025-10-09T20:28:16"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/_spanky/_wrap.manifest.json","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\_spanky\_wrap.manifest.json","169","2025-10-09T20:28:16"
"gib://CoCache/CoWraps/STACK/coagent_roadmap_pack_20250914_052137/_spanky/out.txt","CoCache","CoWraps\STACK\coagent_roadmap_pack_20250914_052137\_spanky\out.txt","63","2025-10-09T20:28:16"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/README_PLACEMENT.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\README_PLACEMENT.md","79","2025-10-09T20:28:17"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/notes/BP_PublicPrivate_Plan.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\notes\BP_PublicPrivate_Plan.md","784","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/notes/BPOE_Workflow_Map.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\notes\BPOE_Workflow_Map.md","809","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/notes/CHECKLIST.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\notes\CHECKLIST.md","418","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/notes/OPS_Quickstart.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\notes\OPS_Quickstart.md","730","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/notes/PRD_CoAgent_MVP.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\notes\PRD_CoAgent_MVP.md","2381","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/notes/README.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\notes\README.md","989","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/notes/STATUS_SUMMARY.md","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\notes\STATUS_SUMMARY.md","885","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/payload/raw/Capture-StatusSnapshot.ps1","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\payload\raw\Capture-StatusSnapshot.ps1","1531","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/payload/raw/Enforce-SingleWatcher.ps1","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\payload\raw\Enforce-SingleWatcher.ps1","609","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/payload/raw/Harvest-CoTemp-ToRepo.ps1","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\payload\raw\Harvest-CoTemp-ToRepo.ps1","1382","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/payload/raw/New-DO-RepoScan-ReadOnly.ps1","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\payload\raw\New-DO-RepoScan-ReadOnly.ps1","1193","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/payload/raw/New-DO-Smoke-Minimal.ps1","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\payload\raw\New-DO-Smoke-Minimal.ps1","852","2025-09-10T02:24:54"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/_spanky/_copayload.meta.json","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\_spanky\_copayload.meta.json","281","2025-10-09T20:28:17"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/_spanky/_wrap.manifest.json","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\_spanky\_wrap.manifest.json","169","2025-10-09T20:28:17"
"gib://CoCache/CoWraps/STACK/CoAgent_Sprint1_StatusPack/_spanky/out.txt","CoCache","CoWraps\STACK\CoAgent_Sprint1_StatusPack\_spanky\out.txt","63","2025-10-09T20:28:17"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/README_PLACEMENT.md","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\README_PLACEMENT.md","86","2025-10-09T20:28:18"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/notes/GREETING_Migrate.txt","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\notes\GREETING_Migrate.txt","516","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/notes/MIGRATION_NOTES.md","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\notes\MIGRATION_NOTES.md","984","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/notes/README_QuickStart.md","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\notes\README_QuickStart.md","1209","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Drop-CoDO.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Drop-CoDO.ps1","741","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Join-CoAgent.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Join-CoAgent.ps1","943","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/New-DO-Smoke-Minimal.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\New-DO-Smoke-Minimal.ps1","562","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Run-DO.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Run-DO.ps1","1209","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Send-CoNote.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Send-CoNote.ps1","543","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Send-DOFromClipboard.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Send-DOFromClipboard.ps1","1387","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Start-CoWatchers.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Start-CoWatchers.ps1","599","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Status-QuickCheck.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Status-QuickCheck.ps1","404","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Stop-CoWatchers.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Stop-CoWatchers.ps1","357","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/payload/raw/Watch-CoTempInbox.ps1","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\payload\raw\Watch-CoTempInbox.ps1","782","2025-09-10T02:17:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/_spanky/_copayload.meta.json","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\_spanky\_copayload.meta.json","295","2025-10-09T20:28:18"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/_spanky/_wrap.manifest.json","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\_spanky\_wrap.manifest.json","170","2025-10-09T20:28:18"
"gib://CoCache/CoWraps/STACK/CoAgent_StableKit_20250910-021738/_spanky/out.txt","CoCache","CoWraps\STACK\CoAgent_StableKit_20250910-021738\_spanky\out.txt","64","2025-10-09T20:28:18"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/README_PLACEMENT.md","CoCache","CoWraps\STACK\CoAgent_StarterKit\README_PLACEMENT.md","71","2025-10-09T20:28:20"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/notes/Consensus_Test_Plan_P1.md","CoCache","CoWraps\STACK\CoAgent_StarterKit\notes\Consensus_Test_Plan_P1.md","638","2025-09-09T02:45:58"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/notes/DOC_INDEX.md","CoCache","CoWraps\STACK\CoAgent_StarterKit\notes\DOC_INDEX.md","353","2025-09-09T04:36:58"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/notes/Ops_Runbook_Panels_Watchers_v0.md","CoCache","CoWraps\STACK\CoAgent_StarterKit\notes\Ops_Runbook_Panels_Watchers_v0.md","900","2025-09-09T04:36:58"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/notes/README_FIRST.md","CoCache","CoWraps\STACK\CoAgent_StarterKit\notes\README_FIRST.md","905","2025-09-09T04:44:02"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/notes/RFC-0002_MultiModel_Orchestration_v0.1.md","CoCache","CoWraps\STACK\CoAgent_StarterKit\notes\RFC-0002_MultiModel_Orchestration_v0.1.md","1858","2025-09-09T02:45:58"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/notes/RFC-0003_PanelRegistry_and_Watcher_Runtime.md","CoCache","CoWraps\STACK\CoAgent_StarterKit\notes\RFC-0003_PanelRegistry_and_Watcher_Runtime.md","1154","2025-09-09T04:36:58"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/CoAgentLauncher.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\CoAgentLauncher.ps1","2714","2025-09-09T03:40:40"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/CoPanels.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\CoPanels.ps1","3689","2025-09-09T03:40:40"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/CoWatcher.Fix.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\CoWatcher.Fix.ps1","4705","2025-09-08T23:07:30"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/CoWatcher.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\CoWatcher.ps1","4625","2025-09-09T03:40:40"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Install-CoAgent-ReadyPack.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Install-CoAgent-ReadyPack.ps1","451","2025-09-09T03:40:40"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Join-CoAgent.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Join-CoAgent.ps1","1215","2025-09-09T03:40:42"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Mark-MigrateStandDown.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Mark-MigrateStandDown.ps1","1328","2025-09-09T03:40:40"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/New-CoHelloDO.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\New-CoHelloDO.ps1","992","2025-09-09T03:40:42"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/NoteBridge.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\NoteBridge.ps1","1511","2025-09-09T03:40:40"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Open-CoDocs.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Open-CoDocs.ps1","264","2025-09-09T01:11:32"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Start-CoWatchers.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Start-CoWatchers.ps1","620","2025-09-09T03:44:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Status-QuickCheck.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Status-QuickCheck.ps1","1381","2025-09-09T04:09:56"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Stop-CoWatchers.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Stop-CoWatchers.ps1","218","2025-09-09T03:44:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Verify-CoAgentSetup.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Verify-CoAgentSetup.ps1","794","2025-09-09T03:40:40"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/payload/raw/Watch-CoTempInbox.ps1","CoCache","CoWraps\STACK\CoAgent_StarterKit\payload\raw\Watch-CoTempInbox.ps1","488","2025-09-09T03:44:38"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/_spanky/_copayload.meta.json","CoCache","CoWraps\STACK\CoAgent_StarterKit\_spanky\_copayload.meta.json","265","2025-10-09T20:28:20"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/_spanky/_wrap.manifest.json","CoCache","CoWraps\STACK\CoAgent_StarterKit\_spanky\_wrap.manifest.json","170","2025-10-09T20:28:20"
"gib://CoCache/CoWraps/STACK/CoAgent_StarterKit/_spanky/out.txt","CoCache","CoWraps\STACK\CoAgent_StarterKit\_spanky\out.txt","64","2025-10-09T20:28:20"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/README_PLACEMENT.md","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\README_PLACEMENT.md","88","2025-10-09T20:28:19"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/notes/BPOE.md","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\notes\BPOE.md","284","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/notes/HELP.md","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\notes\HELP.md","820","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/notes/TRAINING.md","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\notes\TRAINING.md","400","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/payload/raw/Analyze-BPOE.ps1","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\payload\raw\Analyze-BPOE.ps1","1952","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/payload/raw/CoWrap.ps1","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\payload\raw\CoWrap.ps1","562","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/payload/raw/Enter-Sandbox.ps1","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\payload\raw\Enter-Sandbox.ps1","736","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/payload/raw/Generate-MockLogs.ps1","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\payload\raw\Generate-MockLogs.ps1","1225","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/payload/raw/Run-CoAgent.ps1","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\payload\raw\Run-CoAgent.ps1","1093","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/payload/raw/Test-MVP.ps1","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\payload\raw\Test-MVP.ps1","780","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/payload/raw/Write-Status.ps1","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\payload\raw\Write-Status.ps1","592","2025-10-03T01:17:32"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/_spanky/_copayload.meta.json","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\_spanky\_copayload.meta.json","299","2025-10-09T20:28:19"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/_spanky/_wrap.manifest.json","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\_spanky\_wrap.manifest.json","169","2025-10-09T20:28:19"
"gib://CoCache/CoWraps/STACK/coagent_starter_kit_20251003_011732/_spanky/out.txt","CoCache","CoWraps\STACK\coagent_starter_kit_20251003_011732\_spanky\out.txt","63","2025-10-09T20:28:19"
"gib://CoCache/CoWraps/STACK/CoAgent_StatusPack_v2/README_PLACEMENT.md","CoCache","CoWraps\STACK\CoAgent_StatusPack_v2\README_PLACEMENT.md","74","2025-10-09T20:28:21"
"gib://CoCache/CoWraps/STACK/CoAgent_StatusPack_v2/notes/BP_PublicPrivate_Plan.md","CoCache","CoWraps\STACK\CoAgent_StatusPack_v2\notes\BP_PublicPrivate_Plan.md","655","2025-09-10T02:58:24"
"gib://CoCache/CoWraps/STACK/CoAgent_StatusPack_v2/notes/BPOE_Workflow_Map.md","CoCache","CoWraps\STACK\CoAgent_StatusPack_v2\notes\BPOE_Workflow_Map.md","692","2025-09-10T02:58:24"
"gib://CoCache/CoWraps/STACK/CoAgent_StatusPack_v2/notes/CHECKLIST.md","CoCache","CoWraps\STACK\CoAgent_StatusPack_v2\notes\CHECKLIST.md","229","2025-09-10T02:58:24"
"gib://CoCache/CoWraps/STACK/CoAgent_StatusPack_v2/notes/PRD_CoAgent_MVP.md","CoCache","CoWraps\STACK\CoAgent_StatusPack_v2\notes\PRD_CoAgent_MVP.md","2393","2025-09-10T02:58:24"
